created_at,id,full_text,entities,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,text,label
Fri Jun 19 18:33:57 +0000 2020,517,"ROBOTMENS. 
We zijn in dit coronatijdperk gereduceerd tot robot van vlees en bloed. Gaan we winkels bezoeken &gt;&gt;&gt;&gt;volg de pijlen &gt;&gt;&gt;&gt;blieb blieb. Hou afstand! &gt;&gt;&gt;&gt;blieb blieb. Waar is de ingang? Blieb blieb niet te dicht bij de vakkenvuller. &gt;&gt;&gt;&gt;&gt;&gt;&gt;UITGANG! ⁦@BLIKOPENER333⁩ https://t.co/VQ2DjR5ZIV","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,5.0,0.0,False,False,,,nl,"ROBOTMENS. 
We zijn in dit coronatijdperk gereduceerd tot robot van vlees en bloed. Gaan we winkels bezoeken &gt;&gt;&gt;&gt;volg de pijlen &gt;&gt;&gt;&gt;blieb blieb. Hou afstand! &gt;&gt;&gt;&gt;blieb blieb. Waar is de ingang? Blieb blieb niet te dicht bij de vakkenvuller. &gt;&gt;&gt;&gt;&gt;&gt;&gt;UITGANG! ⁦⁩ ",EENS
Thu Mar 12 23:42:29 +0000 2020,2692,Een goede hygiëne en afstand houden helpt de verspreiding van het #coronavirus te beperken. Zo verlicht je het werk van dokters en ziekenhuizen én help je om kwetsbare personen te beschermen. Hierbij een herhaling van enkele simpele maatregelen https://t.co/GuGr7dJoFd,"{'hashtags': [{'text': 'coronavirus', 'indices': [85, 97]}], 'symbols': [], 'user_mentions': [{'screen_name': 'be_gezondheid', 'name': 'FOD Volksgezondheid', 'id': 295536432, 'id_str': '295536432', 'indices': [3, 17]}], 'urls': []}",False,96.0,0.0,False,False,,,nl,Een goede hygiëne en afstand houden helpt de verspreiding van het #coronavirus te beperken. Zo verlicht je het werk van dokters en ziekenhuizen én help je om kwetsbare personen te beschermen. Hierbij een herhaling van enkele simpele maatregelen ,EENS
Sun Mar 22 14:24:38 +0000 2020,481,"Kom niet naar Zandvoort en als je dan wel komt, hou dan de regels in acht. Hou afstand van elkaar! Alle horeca is gesloten en dat betekent ook alle toiletten! Gebruik het strand niet als een openbaar toilet. Neem papier en ander afval mee en doe dat in de vuilbakken! Samenwerken! https://t.co/wRxfDCf7je","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'joopvannes', 'name': 'Joop van Nes jr.', 'id': 22217393, 'id_str': '22217393', 'indices': [3, 14]}], 'urls': []}",False,5.0,0.0,False,False,,,nl,"Kom niet naar Zandvoort en als je dan wel komt, hou dan de regels in acht. Hou afstand van elkaar! Alle horeca is gesloten en dat betekent ook alle toiletten! Gebruik het strand niet als een openbaar toilet. Neem papier en ander afval mee en doe dat in de vuilbakken! Samenwerken! ",EENS
Sun Apr 26 08:05:49 +0000 2020,1937,@jukommerce @rivm Dan is it RIVM behoarlik naief. Dy 1.5 meter is in utopy.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jukommerce', 'name': 'jukommerce', 'id': 13281812, 'id_str': '13281812', 'indices': [0, 11]}, {'screen_name': 'rivm', 'name': 'RIVM', 'id': 35527415, 'id_str': '35527415', 'indices': [12, 17]}], 'urls': []}",False,0.0,0.0,False,False,,,nl,  Dan is it RIVM behoarlik naief. Dy 1.5 meter is in utopy.,ONEENS
Mon Jun 01 19:29:48 +0000 2020,4260,"Wat 'n super mooi protest vandaag✊🏼 Is het moeilijk om 1,5m afstand te houden in de openbare ruimte? Ja duh. Hebben we ons best gedaan? Of course. Regels overtreden? Nee! Blijven we nu 2 wkn zoveel mogelijk thuis? Damn right we are. Dus kap met zuur doen stelletje zielepoten👋🏼","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SabScharwachter', 'name': 'Sabine Scharwachter', 'id': 1163744657068765184, 'id_str': '1163744657068765184', 'indices': [3, 19]}], 'urls': []}",False,139.0,0.0,False,False,,,nl,"Wat 'n super mooi protest vandaag✊🏼 Is het moeilijk om 1,5m afstand te houden in de openbare ruimte? Ja duh. Hebben we ons best gedaan? Of course. Regels overtreden? Nee! Blijven we nu 2 wkn zoveel mogelijk thuis? Damn right we are. Dus kap met zuur doen stelletje zielepoten👋🏼",EENS
Wed Jun 10 10:29:47 +0000 2020,2361,"Bekijk nu de eerste aflevering van de vijf inspirerende techvideo's. Het thema van deze video is de Micro:bit. Kinderen programmeren een anderhalvemeter afstandsdetector. Mogelijk gemaakt door onder meer @TechPlaygrounds en @Philips. Veel kijkplezier!

#DTW2020online https://t.co/FENCdmllA2","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",False,7.0,0.0,False,False,,,nl,"Bekijk nu de eerste aflevering van de vijf inspirerende techvideo's. Het thema van deze video is de Micro:bit. Kinderen programmeren een anderhalvemeter afstandsdetector. Mogelijk gemaakt door onder meer  en . Veel kijkplezier!

#DTW2020online ",EENS
Sun Mar 15 11:57:27 +0000 2020,710,"Blijf thuis. Het is nog nooit zo gemakkelijk geweest om levens te redden. 

Volg de richtlijnen, houd afstand, was je handen, nodig geen vrienden uit bij je thuis. Zo helpen we de kwetsbare mensen en alle helden in de zorg. Laat ons nu zorgzaam zijn. 💛 #samentegencorona https://t.co/dNbHj65GKm","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Qmusic_BE', 'name': 'Qmusic (België)', 'id': 176345469, 'id_str': '176345469', 'indices': [3, 13]}], 'urls': []}",False,40.0,0.0,False,False,,,nl,"Blijf thuis. Het is nog nooit zo gemakkelijk geweest om levens te redden. 

Volg de richtlijnen, houd afstand, was je handen, nodig geen vrienden uit bij je thuis. Zo helpen we de kwetsbare mensen en alle helden in de zorg. Laat ons nu zorgzaam zijn. 💛 #samentegencorona ",EENS
Thu Apr 16 02:55:43 +0000 2020,4468,"jullie zijn allemaal boos op me en dat mag. Maar we gaan toch niet doen alsof een anderhalvemetermaatschappij 'normaal' is? Wit is niet het nieuwe zwart, 50 is niet het nieuwe 40 en de anderhalvemetermaatschappij is NIET het nieuwe normaal. Nu niet, toen niet, nooit niet.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'umarebru', 'name': 'Ebru Umar', 'id': 52528334, 'id_str': '52528334', 'indices': [3, 12]}], 'urls': []}",False,247.0,0.0,False,False,,,nl,"jullie zijn allemaal boos op me en dat mag. Maar we gaan toch niet doen alsof een anderhalvemetermaatschappij 'normaal' is? Wit is niet het nieuwe zwart, 50 is niet het nieuwe 40 en de anderhalvemetermaatschappij is NIET het nieuwe normaal. Nu niet, toen niet, nooit niet.",ONEENS
Thu Apr 16 09:29:23 +0000 2020,440,"FIJN te horen dat @BNR de negatieve / domme luisteraar onderbreekt die claimt dat 1,5 M geen zin heeft. Daar kunnen we niks mee.... 🤦‍♀️ 

#houdafstand #Corona","{'hashtags': [{'text': 'houdafstand', 'indices': [139, 151]}, {'text': 'Corona', 'indices': [152, 159]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BNR', 'name': 'BNR Nieuwsradio', 'id': 18020059, 'id_str': '18020059', 'indices': [18, 22]}], 'urls': []}",False,0.0,0.0,False,False,,,nl,"FIJN te horen dat  de negatieve / domme luisteraar onderbreekt die claimt dat 1,5 M geen zin heeft. Daar kunnen we niks mee.... 🤦‍♀️ 

#houdafstand #Corona",EENS
Tue Mar 24 06:59:41 +0000 2020,2079,@robdewijk @chrisklomp Apart om te zien hoe keurig men zich daar aan de afstand houdt ... NOT,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'robdewijk', 'name': 'rob de wijk', 'id': 120815160, 'id_str': '120815160', 'indices': [0, 10]}, {'screen_name': 'chrisklomp', 'name': 'Chris Klomp', 'id': 26979830, 'id_str': '26979830', 'indices': [11, 22]}], 'urls': []}",False,0.0,0.0,False,False,,,nl,  Apart om te zien hoe keurig men zich daar aan de afstand houdt ... NOT,EENS
Fri Apr 24 05:54:45 +0000 2020,1578,@TheEdgyVeggie1 Wij houden gelukkig wel afstand. Zeker van dat soort. Laat ze elkaar maar lekker besmetten.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TheEdgyVeggie1', 'name': 'The Edgy Veggie', 'id': 1061686754481262592, 'id_str': '1061686754481262592', 'indices': [0, 15]}], 'urls': []}",False,0.0,2.0,False,False,,,nl, Wij houden gelukkig wel afstand. Zeker van dat soort. Laat ze elkaar maar lekker besmetten.,EENS
Mon May 25 17:11:50 +0000 2020,2242,"Afstand houden, je handen wassen, een mondmasker dragen, je fysieke contacten beperken en thuisblijven als je ziek bent zijn de basisreflexen die je elke dag toepast. 
Zo beperken samen de versprieding van het virus. Samen gaan we veilig vooruit. #SamenTegenCorona https://t.co/YIpMl7KZa7","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'be_gezondheid', 'name': 'FOD Volksgezondheid', 'id': 295536432, 'id_str': '295536432', 'indices': [3, 17]}], 'urls': []}",False,35.0,0.0,False,False,,,nl,"Afstand houden, je handen wassen, een mondmasker dragen, je fysieke contacten beperken en thuisblijven als je ziek bent zijn de basisreflexen die je elke dag toepast. 
Zo beperken samen de versprieding van het virus. Samen gaan we veilig vooruit. #SamenTegenCorona ",EENS
Sun Apr 05 11:35:34 +0000 2020,3043,"Hé Nederland! Kijk die curves eens flattenen! We zijn er nog niet, maar ik durf toch wel te zeggen: de maatregelen werken! Hulde voor al die Nederlanders die zo goed bezig zijn met 1.5m afstand en thuisblijven. Het werkt! 

En nu: volhouden! 💪🏻
#COVIDー19 
#FlattenTheCurve https://t.co/rmfM11PcNn","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Arjen_Joosse', 'name': 'Arjen Joosse', 'id': 142737491, 'id_str': '142737491', 'indices': [3, 16]}], 'urls': []}",False,14.0,0.0,False,False,,,nl,"Hé Nederland! Kijk die curves eens flattenen! We zijn er nog niet, maar ik durf toch wel te zeggen: de maatregelen werken! Hulde voor al die Nederlanders die zo goed bezig zijn met 1.5m afstand en thuisblijven. Het werkt! 

En nu: volhouden! 💪🏻
#COVIDー19 
#FlattenTheCurve ",EENS
Sun Mar 22 10:40:32 +0000 2020,1673,"Rond 11.30 uur is er een NL Alert verstuurd met de volgende tekst:

Volg instructies Rijksoverheid op: houd 1,5 meter afstand! Bent u ziek of verkouden? Blijf thuis. Bescherm uzelf en de mensen om u heen. Samen tegen Corona. Keep your distance to others. https://t.co/Hn68sjx0xK","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1241675579826622465, 'id_str': '1241675579826622465', 'indices': [255, 278], 'media_url': 'http://pbs.twimg.com/media/ETtRXHXX0AEKU8t.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ETtRXHXX0AEKU8t.jpg', 'url': 'https://t.co/Hn68sjx0xK', 'display_url': 'pic.twitter.com/Hn68sjx0xK', 'expanded_url': 'https://twitter.com/schiedam_nl/status/1241676126092775424/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 617, 'resize': 'fit'}, 'medium': {'w': 802, 'h': 728, 'resize': 'fit'}, 'large': {'w': 802, 'h': 728, 'resize': 'fit'}}}]}",False,23.0,12.0,False,False,False,False,nl,"Rond 11.30 uur is er een NL Alert verstuurd met de volgende tekst:

Volg instructies Rijksoverheid op: houd 1,5 meter afstand! Bent u ziek of verkouden? Blijf thuis. Bescherm uzelf en de mensen om u heen. Samen tegen Corona. Keep your distance to others. ",EENS
Mon Jun 01 20:31:59 +0000 2020,3976,"Silver lining van het demonstratie debacle in Amsterdam.... Over 1 à 2 weken zien we dat die 1,5m maatregelen onzin zijn... #op1 #anderhalvemeter #Amsterdam","{'hashtags': [{'text': 'op1', 'indices': [124, 128]}, {'text': 'anderhalvemeter', 'indices': [129, 145]}, {'text': 'Amsterdam', 'indices': [146, 156]}], 'symbols': [], 'user_mentions': [], 'urls': []}",False,0.0,0.0,False,False,,,nl,"Silver lining van het demonstratie debacle in Amsterdam.... Over 1 à 2 weken zien we dat die 1,5m maatregelen onzin zijn... #op1 #anderhalvemeter #Amsterdam",ONEENS
Sun Mar 22 13:30:16 +0000 2020,709,"Blijf in je eigen bubbel!

Aan al die mensen bij elkaar op de markt, in het park en op ‘schijt aan corona’ huisfeestjes: Doe. Effe. Normaal! 

Ook de helden in de zorg vragen van ons maar 1 ding: blijf thuis als het kan en als je de hort op moet: houd afstand! https://t.co/NM9pexxMM0","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dijkhoff', 'name': 'Klaas Dijkhoff', 'id': 18677075, 'id_str': '18677075', 'indices': [3, 12]}], 'urls': []}",False,845.0,0.0,False,False,,,nl,"Blijf in je eigen bubbel!

Aan al die mensen bij elkaar op de markt, in het park en op ‘schijt aan corona’ huisfeestjes: Doe. Effe. Normaal! 

Ook de helden in de zorg vragen van ons maar 1 ding: blijf thuis als het kan en als je de hort op moet: houd afstand! ",EENS
Tue Jun 02 09:17:07 +0000 2020,3431,"Na een eerste succesvolle webinar op 23 april, kwamen er donderdag 14 mei opnieuw ruim 30 collega's uit de Haagse regio digitaal samen. Deze keer om met elkaar ""voorbij de beperking"" van de 1,5 meter te kijken, denken en doen 👉 Lees hier het verslag https://t.co/qsPjly60t1","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qsPjly60t1', 'expanded_url': 'http://ow.ly/z1ml50zWrcK', 'display_url': 'ow.ly/z1ml50zWrcK', 'indices': [250, 273]}]}",False,0.0,0.0,False,False,False,False,nl,"Na een eerste succesvolle webinar op 23 april, kwamen er donderdag 14 mei opnieuw ruim 30 collega's uit de Haagse regio digitaal samen. Deze keer om met elkaar ""voorbij de beperking"" van de 1,5 meter te kijken, denken en doen 👉 Lees hier het verslag ",EENS
Fri Apr 10 17:06:16 +0000 2020,3513,Oké had vanavond even een zwakte moment.  6 weken echt nergens naar toe is toch wel even balen en steeds ook afstand houden van je man en de 2 werkende kinderen.  Bleeeh.  Niks aan.  Maar ja.  We moeten nog even.,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Rob_hero', 'name': 'G💉tte', 'id': 233636277, 'id_str': '233636277', 'indices': [3, 12]}], 'urls': []}",False,6.0,0.0,False,False,,,nl,Oké had vanavond even een zwakte moment.  6 weken echt nergens naar toe is toch wel even balen en steeds ook afstand houden van je man en de 2 werkende kinderen.  Bleeeh.  Niks aan.  Maar ja.  We moeten nog even.,EENS
Fri May 15 06:23:02 +0000 2020,2809,"Geen vader met thuiswonende dochter. Overduidelijk ook geen partners. En geen anderhalve meter afstand. Oftewel: géén toekomst!
#PvdT #HenkKrol #coronavirus
#anderhalvemetersamenleving https://t.co/MTYlUi7CYG","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Baliekluiver', 'name': 'JOHN ©️ ⚓ (currently offline)', 'id': 34335380, 'id_str': '34335380', 'indices': [3, 16]}], 'urls': []}",False,3.0,0.0,False,False,,,nl,"Geen vader met thuiswonende dochter. Overduidelijk ook geen partners. En geen anderhalve meter afstand. Oftewel: géén toekomst!
#PvdT #HenkKrol #coronavirus
#anderhalvemetersamenleving ",ANDERS
Fri May 01 19:12:11 +0000 2020,3276,"Lees ""'1,5 meter is onwerkbaar, verplicht mondkapjes in ov'"" op Nieuwsblik - https://t.co/RSSsbEWoPm - Het openbaar vervoer komt in de problemen als de coronamaatregelen worden versoepeld. Als er straks weer meer mensen op pad mogen, is...","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/RSSsbEWoPm', 'expanded_url': 'https://nieuwsblik.nl/15-meter-is-onwerkbaar-verplicht-mondkapjes-in-ov/', 'display_url': 'nieuwsblik.nl/15-meter-is-on…', 'indices': [77, 100]}]}",False,0.0,0.0,False,False,False,False,nl,"Lees ""'1,5 meter is onwerkbaar, verplicht mondkapjes in ov'"" op Nieuwsblik -  - Het openbaar vervoer komt in de problemen als de coronamaatregelen worden versoepeld. Als er straks weer meer mensen op pad mogen, is...",ONEENS
Mon Jun 01 18:14:18 +0000 2020,169,Ben je horecaondernemer dan moet je met een meetlat 1.5 meter afstand tussen de tafeltjes op de terrassen realiseren op straffe van €4000 boete maar ben een je linkse demonstrant dan geldt de anderhalve meter ineens niet meer. #Halsema zet links boven de wet en dat is corrupt. https://t.co/pceBhdbSlR,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'geertwilderspvv', 'name': 'Geert Wilders', 'id': 41778159, 'id_str': '41778159', 'indices': [3, 19]}], 'urls': []}",False,2530.0,0.0,False,False,,,nl,Ben je horecaondernemer dan moet je met een meetlat 1.5 meter afstand tussen de tafeltjes op de terrassen realiseren op straffe van €4000 boete maar ben een je linkse demonstrant dan geldt de anderhalve meter ineens niet meer. #Halsema zet links boven de wet en dat is corrupt. ,ANDERS
Sat May 30 14:42:05 +0000 2020,1169,@Iloontje000 Grrrrrr waarom kunnen jongeren geen afstand houden? Kijk eens om je heen?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iloontje000', 'name': 'Iloontje', 'id': 211498871, 'id_str': '211498871', 'indices': [0, 12]}], 'urls': []}",False,0.0,0.0,False,False,,,nl, Grrrrrr waarom kunnen jongeren geen afstand houden? Kijk eens om je heen?,EENS
Wed Mar 25 16:23:23 +0000 2020,813,"@jumbo JumboScheperkamp #Bemmel begon top. Strepen op grond voor afstand, kassa achter plexiglas, grote borden met houdt afstand. En vandaag? Winkelwagens schoonmaken 👍 Maar afstand, koekoek 😡!! https://t.co/3z0ghMVmNT","{'hashtags': [{'text': 'Bemmel', 'indices': [24, 31]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jumbo', 'name': 'Paolo', 'id': 1602011, 'id_str': '1602011', 'indices': [0, 6]}], 'urls': [], 'media': [{'id': 1242849563628666881, 'id_str': '1242849563628666881', 'indices': [195, 218], 'media_url': 'http://pbs.twimg.com/media/ET99F91WAAEy_-R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET99F91WAAEy_-R.jpg', 'url': 'https://t.co/3z0ghMVmNT', 'display_url': 'pic.twitter.com/3z0ghMVmNT', 'expanded_url': 'https://twitter.com/JacquelineVlind/status/1242849569718894593/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1536, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]}",False,0.0,0.0,False,False,False,False,nl," JumboScheperkamp #Bemmel begon top. Strepen op grond voor afstand, kassa achter plexiglas, grote borden met houdt afstand. En vandaag? Winkelwagens schoonmaken 👍 Maar afstand, koekoek 😡!! ",EENS
Tue May 05 09:48:54 +0000 2020,1752,@bentualdepineut @privacyfirst @burgerrechten Neehoor als je opgesloten was mocht je niet naar buiten. Word alleen gevraagd om afstand te houden. 😊,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bentualdepineut', 'name': '(((Pineut)))', 'id': 120514227, 'id_str': '120514227', 'indices': [0, 16]}, {'screen_name': 'privacyfirst', 'name': 'Privacy First', 'id': 56665846, 'id_str': '56665846', 'indices': [17, 30]}, {'screen_name': 'burgerrechten', 'name': 'Platform Burgerrechten', 'id': 98089200, 'id_str': '98089200', 'indices': [31, 45]}], 'urls': []}",False,0.0,1.0,False,False,,,nl,   Neehoor als je opgesloten was mocht je niet naar buiten. Word alleen gevraagd om afstand te houden. 😊,EENS
Wed Mar 25 15:49:15 +0000 2020,2027,"@noa2103 Agenten spraken vandaag op de Haagse Markt bezoekers aan over de adviezen vh RIVM om voldoende afstand te houden. De naleving vd adviezen is aan de marktmeester/-kooplui. Zodra de noodverordening van kracht is, kan er gehandhaafd worden. https://t.co/At2qIPuSeN","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'POL_DenHaag', 'name': 'Politie Eenheid Den Haag', 'id': 125600006, 'id_str': '125600006', 'indices': [3, 15]}, {'screen_name': 'noa2103', 'name': '🇮🇱Ziva✡❤ ✡ זיוה✡', 'id': 244268289, 'id_str': '244268289', 'indices': [17, 25]}], 'urls': []}",True,6.0,0.0,False,False,,,nl," Agenten spraken vandaag op de Haagse Markt bezoekers aan over de adviezen vh RIVM om voldoende afstand te houden. De naleving vd adviezen is aan de marktmeester/-kooplui. Zodra de noodverordening van kracht is, kan er gehandhaafd worden. ",EENS
